Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
VERSAILLES-CHANTIERS,87393009,DIM,2025-09-02,2025,C,C,De 16h à 20h,212,9,Tuesday
ALLEE-ROYALE,87710913,DIM,2023-10-15,2023,T13,T13,Après 20h,7,10,Sunday
VILLENEUVE-SAINT-GEORGES,87681825,SAM,2024-02-03,2024,D,D,De 10h à 16h,7517,2,Saturday
ROSNY-SOUS-BOIS,87113704,SAM,2022-03-19,2022,E,E,De 10h à 16h,2287,3,Saturday
HOUILLES-CARRIERES-SUR-SEINE,87386409,DIM,2024-01-21,2024,L,L3,De 10h à 16h,541,1,Sunday
VERSAILLES-CHANTIERS,87393009,JOB,2024-04-23,2024,U,U,Avant 6h,42,4,Tuesday
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3),87271460,SAM,2019-03-23,2019,B,B,De 6h à 10h,1290,3,Saturday
VILLEPREUX-LES-CLAYES,87393413,DIM,2024-01-21,2024,N,N,Après 20h,103,1,Sunday
ROSNY-SOUS-BOIS,87113704,SAM,2022-03-19,2022,E,E,De 16h à 20h,1579,3,Saturday
VILLEPREUX-LES-CLAYES,87393413,JOB,2024-01-16,2024,N,N,Après 20h,98,1,Tuesday
VERSAILLES-CHANTIERS,87393009,JOB,2024-04-23,2024,U,U,De 10h à 16h,618,4,Tuesday
ALLEE-DE-LA-TOUR-RENDEZ-VOUS,87113878,DIM,2021-12-09,2021,T4,T4,De 10h à 16h,277,12,Thursday
VILLIERS-MONTBARBIN,87116749,DIM,2023-09-17,2023,P,P,Avant 6h,0,9,Sunday
ROUGEMONT-CHANTELOUP,87431791,DIM,2021-12-09,2021,T4,T4,De 6h à 10h,223,12,Thursday
IGNY,87393561,DIM,2025-09-02,2025,C,V,Avant 6h,6,9,Tuesday
VERSAILLES-CHANTIERS,87393009,JOB,2025-06-02,2025,C,V,De 6h à 10h,1158,6,Monday
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2),87001479,SAM,2019-03-16,2019,B,B,Avant 6h,112,3,Saturday
VIROFLAY-RIVE-DROITE,87382887,DIM,2024-01-21,2024,L,L2,Avant 6h,8,1,Sunday
ROUGEMONT-CHANTELOUP,87431791,JOB,2021-09-21,2021,T4,T4,De 6h à 10h,789,9,Tuesday
VILLIERS-NEAUPHLE-PONTCHARTRAIN,87393884,JOB,2024-01-16,2024,N,N,Après 20h,26,1,Tuesday
VERSAILLES-RIVE-DROITE,87382861,JOB,2024-01-16,2024,L,L2,De 6h à 10h,3477,1,Tuesday
ALLEE-DE-LA-TOUR-RENDEZ-VOUS,87113878,SAM,2021-09-18,2021,T4,T4,Avant 6h,7,9,Saturday
VIROFLAY-RIVE-DROITE,87382887,JOB,2024-01-16,2024,L,L2,De 10h à 16h,837,1,Tuesday
ROUGEMONT-CHANTELOUP,87431791,SAM,2021-09-18,2021,T4,T4,Avant 6h,33,9,Saturday
ISLES-ARMENTIERES-CONGIS,87116616,JOB,2023-09-19,2023,P,P,Après 20h,4,9,Tuesday
VIGNEUX-SUR-SEINE,87681304,DIM,2024-03-03,2024,D,D,De 16h à 20h,1190,3,Sunday
ARBORETUM,87704320,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,62,9,Saturday
VIROFLAY-RIVE-GAUCHE,87393215,DIM,2024-01-21,2024,N,N,De 16h à 20h,500,1,Sunday
RUNGIS-LA-FRATERNELLE,87546291,SAM,2025-08-02,2025,C,C,Après 20h,20,8,Saturday
ISSY,87393074,SAM,2025-08-02,2025,C,C,De 16h à 20h,633,8,Saturday
VILLAINES,87272021,JOB,2024-01-16,2024,H,H,Après 20h,3,1,Tuesday
ARGENTEUIL,87381848,SAM,2024-01-20,2024,J,J6,Avant 6h,84,1,Saturday
VIROFLAY-RIVE-GAUCHE,87393215,SAM,2024-01-20,2024,N,N,Après 20h,300,1,Saturday
RUNGIS-LA-FRATERNELLE,87546291,SAM,2025-08-02,2025,C,C,De 10h à 16h,110,8,Saturday
ISSY-VAL-DE-SEINE,87393306,DIM,2025-09-02,2025,C,C,De 16h à 20h,740,9,Tuesday
VILLENEUVE-TRIAGE,87681809,DIM,2024-03-03,2024,D,D,De 10h à 16h,499,3,Sunday
ASNIERES-SUR-SEINE,87381137,DIM,2024-01-21,2024,L,L3,De 16h à 20h,1160,1,Sunday
VIRY-CHATILLON,87681312,JOB,2024-02-04,2024,D,D,Après 20h,200,2,Sunday
SAINT-CYR,87393223,DIM,2025-09-02,2025,C,C,De 10h à 16h,147,9,Tuesday
L'ETANG-LA-VILLE,87382473,SAM,2024-01-20,2024,L,L2,De 10h à 16h,199,1,Saturday
VILLEPREUX-LES-CLAYES,87393413,JOB,2024-01-16,2024,N,N,De 16h à 20h,557,1,Tuesday
ASNIERES-SUR-SEINE,87381137,SAM,2024-01-20,2024,L,L2,De 6h à 10h,792,1,Saturday
VITRY-SUR-SEINE,87545293,JOB,2025-06-02,2025,C,C,Après 20h,182,6,Monday
SAINT-CYR,87393223,JOB,2023-10-19,2023,T13,T13,Après 20h,161,10,Thursday
L'ETANG-LES-SABLONS,87726109,JOB,2023-10-19,2023,T13,T13,De 10h à 16h,55,10,Thursday
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE,87113795,SAM,2022-03-19,2022,E,E,De 16h à 20h,1492,3,Saturday
ASNIERES-SUR-SEINE,87381137,JOB,2024-01-16,2024,L,L3,Après 20h,638,1,Tuesday
VULAINES-SUR-SEINE-SAMOREAU,87682443,JOB,2024-01-16,2024,R,R,Avant 6h,3,1,Tuesday
SAINT-LEU-D'ESSERENT,87276402,JOB,2024-01-16,2024,H,H,Après 20h,3,1,Tuesday
LA-COURNEUVE-AUBERVILLIERS,87271304,JOB,2023-10-10,2023,B,B,De 10h à 16h,5186,10,Tuesday
VIROFLAY-RIVE-DROITE,87382887,SAM,2024-01-20,2024,L,L2,Avant 6h,13,1,Saturday
AUBERGENVILLE-ELISABETHVILLE,87386730,DIM,2021-05-12,2021,J,J5,Avant 6h,19,5,Wednesday
VULAINES-SUR-SEINE-SAMOREAU,87682443,SAM,2024-01-20,2024,R,R,De 6h à 10h,23,1,Saturday
SAINT-MAMMES,87682294,JOB,2024-01-16,2024,R,R,Avant 6h,23,1,Tuesday
LA-FERTE-MILON,87116673,JOB,2023-09-19,2023,P,P,Après 20h,1,9,Tuesday
VULAINES-SUR-SEINE-SAMOREAU,87682443,SAM,2024-01-20,2024,R,R,De 10h à 16h,38,1,Saturday
AULNAY-SOUS-BOIS,87271411,DIM,2021-12-09,2021,T4,T4,Après 20h,896,12,Thursday
CREIL,87276006,SAM,2024-01-20,2024,H,H,Après 20h,22,1,Saturday
HOUDAN,87393462,JOB,2024-01-16,2024,N,N,De 10h à 16h,366,1,Tuesday
LA-FRETTE-MONTIGNY,87381871,JOB,2024-01-16,2024,J,J6,Après 20h,74,1,Tuesday
YERRES,87682112,DIM,2024-03-03,2024,D,D,De 16h à 20h,521,3,Sunday
AULNAY-SOUS-BOIS,87271411,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,644,9,Saturday
CREIL,87276006,SAM,2024-01-20,2024,H,H,De 10h à 16h,128,1,Saturday
SAINT-MARTIN-D'ETAMPES,87545350,DIM,2025-09-02,2025,C,C,De 10h à 16h,200,9,Tuesday
VIROFLAY-RIVE-DROITE,87382887,SAM,2024-01-20,2024,L,L2,Après 20h,213,1,Saturday
ARGENTEUIL,87381848,DIM,2024-01-21,2024,J,J4,De 16h à 20h,1060,1,Sunday
CRETEIL-POMPADOUR,87608802,DIM,2024-03-03,2024,D,D,Avant 6h,71,3,Sunday
ISLES-ARMENTIERES-CONGIS,87116616,JOB,2023-09-19,2023,P,P,De 6h à 10h,110,9,Tuesday
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON,87545459,DIM,2025-09-02,2025,C,C,Après 20h,17,9,Tuesday
BAGNEAUX-SUR-LOING,87684191,SAM,2024-01-20,2024,R,R,De 10h à 16h,71,1,Saturday
CRETEIL-POMPADOUR,87608802,JOB,2024-05-03,2024,D,D,Après 20h,1067,5,Friday
SAINT-MICHEL-SUR-ORGE,87545202,JOB,2025-06-02,2025,C,C,De 16h à 20h,1237,6,Monday
VULAINES-SUR-SEINE-SAMOREAU,87682443,JOB,2024-01-16,2024,R,R,Après 20h,7,1,Tuesday
AULNAY-SOUS-BOIS,87271411,JOB,2024-01-16,2024,K,K,Après 20h,45,1,Tuesday
CROUY-SUR-OURCQ,87116640,SAM,2023-09-16,2023,P,P,De 10h à 16h,64,9,Saturday
ISSOU-PORCHEVILLE,87381574,JOB,2024-01-16,2024,J,J6,De 6h à 10h,230,1,Tuesday
LA-VERRIERE,87393256,JOB,2024-01-16,2024,N,N,De 6h à 10h,1875,1,Tuesday
BAILLY,87710780,JOB,2023-10-19,2023,T13,T13,De 16h à 20h,137,10,Thursday
DEUIL-MONTMAGNY,87276345,DIM,2024-01-21,2024,H,H,De 10h à 16h,1168,1,Sunday
SAINT-OUEN-L'AUMONE,87276105,JOB,2025-06-02,2025,C,C,De 16h à 20h,263,6,Monday
LE-BOURGET,87271395,SAM,2021-11-20,2021,T11,T11,De 16h à 20h,1673,11,Saturday
BALLANCOURT,87681437,DIM,2024-03-03,2024,D,D,De 6h à 10h,43,3,Sunday
DEUIL-MONTMAGNY,87276345,SAM,2024-01-20,2024,H,H,Avant 6h,73,1,Saturday
JUZIERS,87381558,DIM,2024-01-21,2024,J,J6,De 6h à 10h,33,1,Sunday
LE-CHENAY-GAGNY,87113522,DIM,2022-03-20,2022,E,E,Avant 6h,12,3,Sunday
AVENUE-FOCH,87381038,JOB,2025-11-02,2025,C,C,De 6h à 10h,278,11,Sunday
DEUIL-MONTMAGNY,87276345,SAM,2024-01-20,2024,H,H,De 10h à 16h,1481,1,Saturday
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE,87381426,DIM,2024-01-21,2024,J,J6,De 6h à 10h,114,1,Sunday
LE-MEE,87682179,JOB,2024-05-03,2024,D,D,De 6h à 10h,1969,5,Friday
AVENUE-FOCH,87381038,SAM,2025-08-02,2025,C,C,De 6h à 10h,60,8,Saturday
DORDIVES,87684233,JOB,2024-01-16,2024,R,R,Avant 6h,37,1,Tuesday
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE,87381426,SAM,2024-01-20,2024,J,J6,Après 20h,86,1,Saturday
LE-PERRAY,87393298,SAM,2024-01-20,2024,N,N,De 6h à 10h,126,1,Saturday
BELLOY-SAINT-MARTIN,87276550,JOB,2024-01-16,2024,H,H,De 16h à 20h,53,1,Tuesday
DORDIVES,87684233,SAM,2024-01-20,2024,R,R,De 16h à 20h,43,1,Saturday
LA-CELLE-SAINT-CLOUD,87382432,DIM,2024-01-21,2024,L,L2,De 6h à 10h,195,1,Sunday
LE-STADE,87381095,SAM,2024-01-20,2024,J,J4,De 6h à 10h,542,1,Saturday
BAGNEAUX-SUR-LOING,87684191,DIM,2024-01-21,2024,R,R,De 10h à 16h,69,1,Sunday
DOURDAN-LA-FORET,87540179,DIM,2025-09-02,2025,C,C,De 6h à 10h,0,9,Tuesday
SAINTE-COLOMBE-SEPTVEILLES,87116178,SAM,2023-11-18,2023,P,P,Après 20h,3,11,Saturday
LES-BOULLEREAUX-CHAMPIGNY,87113779,DIM,2022-03-20,2022,E,E,De 6h à 10h,462,3,Sunday
BELLOY-SAINT-MARTIN,87276550,SAM,2024-01-20,2024,H,H,Après 20h,10,1,Saturday
DREUX,87393488,JOB,2024-01-16,2024,N,N,Avant 6h,285,1,Tuesday
LA-COURNEUVE-AUBERVILLIERS,87271304,JOB,2023-10-10,2023,B,B,De 16h à 20h,6384,10,Tuesday
LES-SAULES,87546226,SAM,2025-08-02,2025,C,C,Après 20h,76,8,Saturday
BECON-LES-BRUYERES,87382002,SAM,2024-01-20,2024,L,L3,De 16h à 20h,1821,1,Saturday
ECOUEN-EZANVILLE,87276394,DIM,2024-01-21,2024,H,H,De 6h à 10h,167,1,Sunday
LA-FERTE-ALAIS,87681452,JOB,2024-12-03,2024,D,D,De 6h à 10h,321,12,Tuesday
LONGJUMEAU,87393611,JOB,2024-11-26,2024,T12,T12,De 6h à 10h,318,11,Tuesday
ALLEE-ROYALE,87710913,SAM,2023-10-14,2023,T13,T13,De 10h à 16h,31,10,Saturday
BESSANCOURT,87276642,JOB,2024-01-16,2024,H,H,De 16h à 20h,279,1,Tuesday
ECOUEN-EZANVILLE,87276394,JOB,2024-01-16,2024,H,H,De 6h à 10h,1797,1,Tuesday
SURESNES-MONT-VALERIEN,87382374,JOB,2024-04-25,2024,U,U,Après 20h,73,4,Thursday
LOUVRES,87276253,DIM,2024-03-03,2024,D,D,Après 20h,106,3,Sunday
ARGENTEUIL,87381848,JOB,2024-01-16,2024,J,J4,De 6h à 10h,3013,1,Tuesday
BIEVRES,87393546,JOB,2025-06-02,2025,C,V,De 16h à 20h,223,6,Monday
EMERAINVILLE-PONTAULT-COMBAULT,87116046,JOB,2022-03-22,2022,E,E,Avant 6h,196,3,Tuesday
LA-FERTE-ALAIS,87681452,SAM,2024-02-03,2024,D,D,De 6h à 10h,68,2,Saturday
MANTES-LA-JOLIE,87381509,JOB,2024-01-16,2024,J,J6,De 16h à 20h,836,1,Tuesday
ARGENTEUIL,87381848,JOB,2024-01-16,2024,J,J6,De 10h à 16h,3839,1,Tuesday
BELLEVUE,87393116,DIM,2024-01-21,2024,N,N,De 6h à 10h,105,1,Sunday
EMERAINVILLE-PONTAULT-COMBAULT,87116046,SAM,2022-03-19,2022,E,E,De 16h à 20h,841,3,Saturday
THIEUX-NANTOUILLET,87272054,DIM,2024-01-21,2024,K,K,De 16h à 20h,3,1,Sunday
ARGENTEUIL,87381848,SAM,2024-01-20,2024,J,J4,Avant 6h,169,1,Saturday
BOIGNEVILLE,87684407,DIM,2024-03-03,2024,D,D,De 10h à 16h,25,3,Sunday
ENGHIEN-LES-BAINS,87276022,DIM,2024-01-21,2024,H,H,Après 20h,621,1,Sunday
THUN-LE-PARADIS,87381822,SAM,2024-01-20,2024,J,J6,De 16h à 20h,111,1,Saturday
ASNIERES-SUR-SEINE,87381137,DIM,2024-01-21,2024,J,J4,Avant 6h,23,1,Sunday
AUBERGENVILLE-ELISABETHVILLE,87386730,JOB,2025-01-04,2025,J,J5,Après 20h,99,1,Saturday
EPINAY-SUR-ORGE,87545228,DIM,2025-09-02,2025,C,C,De 16h à 20h,705,9,Tuesday
LA-GRANDE-PAROISSE,87682476,SAM,2024-01-20,2024,R,R,De 10h à 16h,45,1,Saturday
ASNIERES-SUR-SEINE,87381137,JOB,2024-01-16,2024,J,J4,De 10h à 16h,1877,1,Tuesday
BIEVRES,87393546,JOB,2025-06-02,2025,C,V,Avant 6h,3,6,Monday
EPINAY-SUR-SEINE,87271148,JOB,2025-11-02,2025,C,C,De 6h à 10h,3145,11,Sunday
TRAPPES,87393835,DIM,2024-04-28,2024,U,U,De 6h à 10h,470,4,Sunday
ATHIS-MONS,87545251,DIM,2025-09-02,2025,C,C,De 10h à 16h,497,9,Tuesday
BOIS-LE-ROI,87682203,DIM,2024-01-21,2024,R,R,Avant 6h,6,1,Sunday
EPINAY-VILLETANEUSE,87271122,DIM,2024-01-21,2024,H,H,De 10h à 16h,3745,1,Sunday
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON,87545459,SAM,2025-08-02,2025,C,C,Après 20h,58,8,Saturday
ATHIS-MONS,87545251,JOB,2025-11-02,2025,C,C,De 10h à 16h,502,11,Sunday
AULNAY-SOUS-BOIS,87271411,DIM,2024-01-21,2024,K,K,Après 20h,24,1,Sunday
ERAGNY-NEUVILLE,87381418,JOB,2024-01-16,2024,J,J6,Avant 6h,54,1,Tuesday
VAL-D'ARGENTEUIL,87381798,SAM,2024-01-20,2024,J,J6,De 6h à 10h,1562,1,Saturday
ATHIS-MONS,87545251,SAM,2025-08-02,2025,C,C,Après 20h,112,8,Saturday
BOISSY-L'AILLERIE,87381152,JOB,2024-01-16,2024,J,J6,Après 20h,15,1,Tuesday
ERMONT-EAUBONNE,87276055,JOB,2024-01-16,2024,J,J4,Avant 6h,162,1,Tuesday
LAGNY-THORIGNY,87116319,JOB,2023-11-14,2023,P,P,Avant 6h,146,11,Tuesday
AULNAY-SOUS-BOIS,87271411,JOB,2023-10-10,2023,B,B,Avant 6h,1417,10,Tuesday
AULNAY-SOUS-BOIS,87271411,JOB,2024-01-16,2024,K,K,De 6h à 10h,2908,1,Tuesday
ESBLY,87116327,JOB,2023-11-14,2023,P,P,De 16h à 20h,844,11,Tuesday
VANVES-MALAKOFF,87391532,SAM,2024-01-20,2024,N,N,De 16h à 20h,344,1,Saturday
AVENUE-FOCH,87381038,JOB,2025-06-02,2025,C,C,Avant 6h,3,6,Monday
AUVERS-SUR-OISE,87276543,JOB,2024-01-16,2024,H,H,De 10h à 16h,43,1,Tuesday
EVRY-COURCOURONNES,87681387,JOB,2024-05-03,2024,D,D,Après 20h,925,5,Friday
LAVILLETERTRE,87381202,SAM,2024-01-20,2024,J,J6,De 16h à 20h,7,1,Saturday
AVENUE-HENRI-MARTIN,87381046,DIM,2025-09-02,2025,C,C,De 10h à 16h,254,9,Tuesday
BORAN-SUR-OISE,87276444,DIM,2024-01-21,2024,H,H,De 6h à 10h,2,1,Sunday
EVRY-VAL-DE-SEINE,87681361,JOB,2024-02-04,2024,D,D,Après 20h,42,2,Sunday
VERSAILLES-CHANTIERS,87393009,SAM,2025-08-02,2025,C,C,Avant 6h,1,8,Saturday
AVENUE-HENRI-MARTIN,87381046,SAM,2025-08-02,2025,C,C,De 16h à 20h,401,8,Saturday
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE,87543207,JOB,2025-11-02,2025,C,C,De 10h à 16h,656,11,Sunday
FAREMOUTIERS-POMMEUSE,87116277,SAM,2023-11-18,2023,P,P,De 16h à 20h,47,11,Saturday
VERSAILLES-CHANTIERS,87393009,SAM,2025-08-02,2025,C,V,De 16h à 20h,523,8,Saturday
BAILLY,87710780,SAM,2023-10-14,2023,T13,T13,De 10h à 16h,143,10,Saturday
BONDY,87113407,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,442,9,Saturday
FERRIERES-FONTENAY,87684241,SAM,2024-01-20,2024,R,R,Après 20h,14,1,Saturday
VERT-GALANT,87271437,SAM,2019-03-16,2019,B,B,De 16h à 20h,1545,3,Saturday
BECON-LES-BRUYERES,87382002,JOB,2024-01-16,2024,L,L2,Avant 6h,50,1,Tuesday
BAGNEAUX-SUR-LOING,87684191,JOB,2024-01-16,2024,R,R,Après 20h,6,1,Tuesday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,JOB,2024-01-16,2024,H,H,De 6h à 10h,2355,1,Tuesday
MELUN,87682005,SAM,2024-02-03,2024,D,D,Avant 6h,176,2,Saturday
BESSANCOURT,87276642,JOB,2024-01-16,2024,H,H,Avant 6h,56,1,Tuesday
BESSANCOURT,87276642,JOB,2024-01-16,2024,H,H,De 10h à 16h,322,1,Tuesday
GAGNY,87113514,SAM,2022-03-19,2022,E,E,De 10h à 16h,2147,3,Saturday
MELUN,87682005,SAM,2024-01-20,2024,R,R,De 16h à 20h,2873,1,Saturday
BESSANCOURT,87276642,SAM,2024-01-20,2024,H,H,Avant 6h,21,1,Saturday
BOIS-DE-SAINT-EUTROPE,87745984,SAM,2024-11-30,2024,T12,T12,Après 20h,3,11,Saturday
GAGNY,87113514,SAM,2022-03-19,2022,E,E,De 6h à 10h,1122,3,Saturday
LE-COUDRAY-MONTCEAUX,87681635,DIM,2024-03-03,2024,D,D,Après 20h,4,3,Sunday
BEYNES,87393363,DIM,2024-01-21,2024,N,N,De 10h à 16h,69,1,Sunday
BOURRON-MARLOTTE-GREZ,87684118,DIM,2024-01-21,2024,R,R,Avant 6h,3,1,Sunday
GARGAN,87113860,DIM,2021-12-09,2021,T4,T4,Après 20h,519,12,Thursday
VILLENNES-SUR-SEINE,87386649,DIM,2021-05-12,2021,J,J5,Après 20h,18,5,Wednesday
BOIGNEVILLE,87684407,SAM,2024-02-03,2024,D,D,De 6h à 10h,3,2,Saturday
BEYNES,87393363,SAM,2024-01-20,2024,N,N,De 16h à 20h,58,1,Saturday
GARGAN,87113860,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,2307,9,Tuesday
MEUDON-VAL-FLEURY,87393082,JOB,2025-06-02,2025,C,C,De 16h à 20h,1175,6,Monday
BOIS-DE-SAINT-EUTROPE,87745984,DIM,2024-01-12,2024,T12,T12,De 10h à 16h,31,1,Friday
BIBLIOTHEQUE-FRANCOIS-MITTERRAND,87328328,JOB,2025-06-02,2025,C,C,De 16h à 20h,26353,6,Monday
GARGAN,87113860,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,792,9,Saturday
VILLEPINTE,87271452,SAM,2019-03-16,2019,B,B,Après 20h,283,3,Saturday
BOISSY-L'AILLERIE,87381152,SAM,2024-01-20,2024,J,J6,De 6h à 10h,53,1,Saturday
BOURRON-MARLOTTE-GREZ,87684118,JOB,2024-01-16,2024,R,R,De 16h à 20h,48,1,Tuesday
GARGES-SARCELLES,87276196,SAM,2024-02-03,2024,D,D,Avant 6h,630,2,Saturday
MITRY-CLAYE,87271528,DIM,2019-03-24,2019,B,B,De 16h à 20h,345,3,Sunday
BONDY,87113407,DIM,2022-03-20,2022,E,E,De 6h à 10h,1069,3,Sunday
BOURAY,87545178,SAM,2025-08-02,2025,C,C,De 6h à 10h,238,8,Saturday
GENNEVILLIERS,87271205,JOB,2025-11-02,2025,C,C,De 6h à 10h,977,11,Sunday
VIROFLAY-RIVE-DROITE,87382887,DIM,2024-01-21,2024,L,L2,De 10h à 16h,664,1,Sunday
BONDY,87113407,SAM,2021-11-09,2021,T4,T4,Après 20h,705,11,Tuesday
BOURRON-MARLOTTE-GREZ,87684118,JOB,2024-01-16,2024,R,R,Avant 6h,4,1,Tuesday
GRETZ-ARMAINVILLIERS,87116012,DIM,2022-03-20,2022,E,E,De 16h à 20h,133,3,Sunday
MONTEREAU,87682302,JOB,2024-01-16,2024,R,R,De 6h à 10h,1565,1,Tuesday
BONDY,87113407,SAM,2021-11-09,2021,T4,T4,De 16h à 20h,1511,11,Tuesday
BREUILLET-VILLAGE,87545491,DIM,2025-09-02,2025,C,C,De 16h à 20h,116,9,Tuesday
GRETZ-ARMAINVILLIERS,87116012,DIM,2022-03-20,2022,E,E,De 6h à 10h,122,3,Sunday
LES-BOULLEREAUX-CHAMPIGNY,87113779,SAM,2022-03-19,2022,E,E,Après 20h,158,3,Saturday
BORAN-SUR-OISE,87276444,JOB,2024-01-16,2024,H,H,Avant 6h,1,1,Tuesday
BOURRON-MARLOTTE-GREZ,87684118,SAM,2024-01-20,2024,R,R,Après 20h,14,1,Saturday
GRIGNY-CENTRE,87681379,SAM,2024-02-03,2024,D,D,De 16h à 20h,1721,2,Saturday
CREPY-EN-VALOIS,87271593,SAM,2024-01-20,2024,K,K,De 10h à 16h,66,1,Saturday
BOUFFEMONT-MOISSELLES,87276485,SAM,2024-01-20,2024,H,H,De 6h à 10h,183,1,Saturday
BOUSSY-SAINT-ANTOINE,87682138,SAM,2024-02-03,2024,D,D,Avant 6h,44,2,Saturday
GROSLAY,87276360,JOB,2024-01-16,2024,H,H,De 6h à 10h,1275,1,Tuesday
THOMERY,87682252,JOB,2024-01-16,2024,R,R,De 10h à 16h,62,1,Tuesday
BOUGIVAL,87382440,DIM,2024-01-21,2024,L,L2,De 10h à 16h,222,1,Sunday
CHAMPLAN,87725457,DIM,2024-01-12,2024,T12,T12,De 16h à 20h,14,1,Friday
GUERARD-LA-CELLE-SUR-MORIN,87116269,JOB,2023-11-14,2023,P,P,Après 20h,3,11,Tuesday
SAINT-MICHEL-SUR-ORGE,87545202,DIM,2025-09-02,2025,C,C,Après 20h,136,9,Tuesday
BOULAINVILLIERS,87543181,DIM,2025-09-02,2025,C,C,De 6h à 10h,113,9,Tuesday
BREUILLET-VILLAGE,87545491,JOB,2025-06-02,2025,C,C,De 10h à 16h,264,6,Monday
HAUSSMANN-SAINT-LAZARE,87281899,DIM,2022-03-20,2022,E,E,Après 20h,2719,3,Sunday
DOMONT,87276436,SAM,2024-01-20,2024,H,H,De 6h à 10h,480,1,Saturday
BOURRON-MARLOTTE-GREZ,87684118,SAM,2024-01-20,2024,R,R,De 6h à 10h,44,1,Saturday
CHATELET-LES-HALLES,87758607,DIM,2024-03-03,2024,D,D,Avant 6h,159,3,Sunday
HERBLAY,87381889,JOB,2024-01-16,2024,J,J6,Avant 6h,176,1,Tuesday
TRAPPES,87393835,DIM,2024-01-21,2024,N,N,De 10h à 16h,619,1,Sunday
BOUSSY-SAINT-ANTOINE,87682138,JOB,2024-05-03,2024,D,D,De 6h à 10h,2666,5,Friday
BREUILLET-VILLAGE,87545491,SAM,2025-08-02,2025,C,C,De 16h à 20h,147,8,Saturday
HERICY,87682435,DIM,2024-01-21,2024,R,R,De 10h à 16h,35,1,Sunday
SAINT-OUEN,87271247,SAM,2025-08-02,2025,C,C,De 10h à 16h,1500,8,Saturday
BRETIGNY,87545194,SAM,2025-08-02,2025,C,C,Avant 6h,245,8,Saturday
CERNAY,87276063,SAM,2025-08-02,2025,C,C,De 6h à 10h,305,8,Saturday
HOUILLES-CARRIERES-SUR-SEINE,87386409,JOB,2025-01-04,2025,J,J5,Après 20h,493,1,Saturday
TRIEL-SUR-SEINE,87381806,DIM,2024-01-21,2024,J,J6,Après 20h,32,1,Sunday
BREUILLET-VILLAGE,87545491,SAM,2025-08-02,2025,C,C,De 10h à 16h,329,8,Saturday
CERGY-SAINT-CHRISTOPHE,87382499,JOB,2024-01-16,2024,L,L3,Après 20h,32,1,Tuesday
HOUILLES-CARRIERES-SUR-SEINE,87386409,JOB,2025-01-04,2025,J,J5,Avant 6h,13,1,Saturday
TRIEL-SUR-SEINE,87381806,SAM,2024-01-20,2024,J,J6,Avant 6h,11,1,Saturday
BRUNOY,87682120,DIM,2024-03-03,2024,D,D,Avant 6h,37,3,Sunday
CHAMARANDE,87545152,JOB,2025-06-02,2025,C,C,Après 20h,4,6,Monday
IGNY,87393561,SAM,2025-08-02,2025,C,V,De 10h à 16h,110,8,Saturday
SAINTE-GENEVIEVE-DES-BOIS,87545210,DIM,2025-09-02,2025,C,C,Avant 6h,34,9,Tuesday
BRUNOY,87682120,DIM,2024-03-03,2024,D,D,De 16h à 20h,803,3,Sunday
CLICHY-LEVALLOIS,87381129,JOB,2024-01-16,2024,L,L2,De 10h à 16h,1655,1,Tuesday
ISLES-ARMENTIERES-CONGIS,87116616,SAM,2023-09-16,2023,P,P,De 16h à 20h,17,9,Saturday
SANNOIS,87276188,SAM,2024-01-20,2024,J,J4,De 6h à 10h,769,1,Saturday
BRUNOY,87682120,JOB,2024-05-03,2024,D,D,Après 20h,215,5,Friday
CHAMARANDE,87545152,SAM,2025-08-02,2025,C,C,Après 20h,16,8,Saturday
ISSY-VAL-DE-SEINE,87393306,SAM,2025-08-02,2025,C,C,Avant 6h,10,8,Saturday
US,87381178,JOB,2024-01-16,2024,J,J6,Après 20h,1,1,Tuesday
CERGY-SAINT-CHRISTOPHE,87382499,JOB,2024-01-16,2024,L,L3,De 6h à 10h,1154,1,Tuesday
CERGY-SAINT-CHRISTOPHE,87382499,DIM,2022-11-20,2022,A,A,Avant 6h,80,11,Sunday
ISSY-VAL-DE-SEINE,87393306,SAM,2025-08-02,2025,C,C,De 10h à 16h,1368,8,Saturday
DRANCY,87271403,DIM,2019-03-17,2019,B,B,De 10h à 16h,2847,3,Sunday
CERNAY,87276063,DIM,2024-01-21,2024,H,H,De 10h à 16h,375,1,Sunday
