Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
HOUDAN,87393462,SAM,2024-01-20,2024,N,N,De 10h à 16h,430,1,Saturday
MONTGERON-CROSNE,87682104,JOB,2024-05-03,2024,D,D,De 16h à 20h,1077,5,Friday
VERT-GALANT,87271437,JOB,2023-10-10,2023,B,B,De 16h à 20h,2234,10,Tuesday
SAINT-DENIS,87271015,JOB,2024-01-16,2024,H,H,De 6h à 10h,5126,1,Tuesday
VERSAILLES-CHATEAU-RIVE-GAUCHE,87393157,DIM,2025-09-02,2025,C,C,De 16h à 20h,3592,9,Tuesday
L'ISLE-ADAM-PARMAIN,87276527,SAM,2024-01-20,2024,H,H,De 16h à 20h,295,1,Saturday
SAINT-LEU-D'ESSERENT,87276402,DIM,2024-01-21,2024,H,H,De 16h à 20h,16,1,Sunday
VERT-GALANT,87271437,SAM,2019-03-16,2019,B,B,De 6h à 10h,1790,3,Saturday
SAINT-FARGEAU,87682542,JOB,2024-02-04,2024,D,D,De 16h à 20h,29,2,Sunday
VERSAILLES-RIVE-DROITE,87382861,DIM,2024-01-21,2024,L,L2,Avant 6h,18,1,Sunday
L'ISLE-ADAM-PARMAIN,87276527,SAM,2024-01-20,2024,H,H,De 6h à 10h,157,1,Saturday
MONTIGNY-BEAUCHAMP,87276089,SAM,2025-08-02,2025,C,C,De 6h à 10h,415,8,Saturday
MASSY-VERRIERES,87383281,SAM,2025-08-02,2025,C,C,Après 20h,3,8,Saturday
MONTGEROULT-COURCELLES,87381160,DIM,2024-01-21,2024,J,J6,De 6h à 10h,1,1,Sunday
MONTGERON-CROSNE,87682104,DIM,2024-03-03,2024,D,D,De 6h à 10h,357,3,Sunday
BOURRON-MARLOTTE-GREZ,87684118,SAM,2024-01-20,2024,R,R,De 16h à 20h,61,1,Saturday
MONTRY-CONDE,87116400,JOB,2023-09-19,2023,P,P,De 6h à 10h,79,9,Tuesday
VIARMES,87276568,JOB,2024-01-16,2024,H,H,Après 20h,10,1,Tuesday
MONTIGNY-BEAUCHAMP,87276089,SAM,2024-01-20,2024,H,H,Après 20h,341,1,Saturday
VILLABE,87681619,JOB,2024-12-03,2024,D,D,De 6h à 10h,148,12,Tuesday
LA-COURNEUVE-AUBERVILLIERS,87271304,SAM,2019-03-16,2019,B,B,De 10h à 16h,5804,3,Saturday
MORTCERF,87116244,SAM,2023-11-18,2023,P,P,De 10h à 16h,32,11,Saturday
MAULE,87381723,JOB,2024-01-16,2024,N,N,De 10h à 16h,134,1,Tuesday
PARIS-GARE-DU-NORD,87271031,DIM,2024-01-21,2024,H,H,Après 20h,8103,1,Sunday
MONTIGNY-BEAUCHAMP,87276089,DIM,2025-09-02,2025,C,C,Avant 6h,11,9,Tuesday
ISSOU-PORCHEVILLE,87381574,DIM,2024-01-21,2024,J,J6,De 10h à 16h,121,1,Sunday
MUSEE-D'ORSAY,87547307,DIM,2025-09-02,2025,C,C,De 10h à 16h,2530,9,Tuesday
VILLENEUVE-LE-ROI,87545277,DIM,2025-09-02,2025,C,C,Avant 6h,17,9,Tuesday
SAINT-MAMMES,87682294,DIM,2024-01-21,2024,R,R,Avant 6h,7,1,Sunday
VILLEPREUX-LES-CLAYES,87393413,SAM,2024-01-20,2024,N,N,De 16h à 20h,420,1,Saturday
LA-GRANDE-PAROISSE,87682476,DIM,2024-01-21,2024,R,R,De 16h à 20h,29,1,Sunday
NANTERRE-UNIVERSITE,87386318,SAM,2024-01-20,2024,L,L3,Avant 6h,29,1,Saturday
MAURECOURT,87381483,SAM,2024-01-20,2024,J,J6,Après 20h,29,1,Saturday
MORTCERF,87116244,SAM,2023-11-18,2023,P,P,De 16h à 20h,15,11,Saturday
MUSEE-D'ORSAY,87547307,DIM,2025-09-02,2025,C,C,De 16h à 20h,2736,9,Tuesday
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON,87545459,SAM,2025-08-02,2025,C,C,Avant 6h,13,8,Saturday
NANTEUIL-SAACY,87116558,JOB,2023-09-19,2023,P,P,Avant 6h,112,9,Tuesday
VILLENEUVE-LE-ROI,87545277,DIM,2025-09-02,2025,C,C,De 6h à 10h,193,9,Tuesday
MOULIN-GALANT,87681403,JOB,2024-12-03,2024,D,D,De 10h à 16h,250,12,Tuesday
VILLIERS-MONTBARBIN,87116749,SAM,2023-09-16,2023,P,P,De 10h à 16h,29,9,Saturday
LE-BOURGET,87271395,SAM,2019-03-16,2019,B,B,De 10h à 16h,5781,3,Saturday
NEUILLY-PORTE-MAILLOT,87381020,DIM,2025-09-02,2025,C,C,De 16h à 20h,1356,9,Tuesday
MELUN,87682005,JOB,2024-02-04,2024,D,D,Après 20h,413,2,Sunday
PARIS-SAINT-LAZARE,87384008,SAM,2024-01-20,2024,J,J6,De 6h à 10h,2416,1,Saturday
MUSEE-D'ORSAY,87547307,SAM,2025-08-02,2025,C,C,De 10h à 16h,2661,8,Saturday
CHAMPAGNE-SUR-OISE,87276519,SAM,2024-01-20,2024,H,H,Après 20h,22,1,Saturday
NEUILLY-PORTE-MAILLOT,87381020,JOB,2025-06-02,2025,C,C,De 16h à 20h,5253,6,Monday
VILLEPARISIS-MITRY-LE-NEUF,87271510,SAM,2019-03-16,2019,B,B,De 6h à 10h,1059,3,Saturday
SAINT-OUEN-L'AUMONE,87276105,JOB,2024-01-16,2024,H,H,De 10h à 16h,511,1,Tuesday
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE,87113795,DIM,2022-03-20,2022,E,E,De 6h à 10h,968,3,Sunday
LE-COUDRAY-MONTCEAUX,87681635,SAM,2024-02-03,2024,D,D,Après 20h,1,2,Saturday
SAINT-OUEN,87271247,SAM,2025-08-02,2025,C,C,Après 20h,1062,8,Saturday
MERIEL,87276675,JOB,2024-01-16,2024,H,H,De 10h à 16h,140,1,Tuesday
PETIT-JOUY-LES-LOGES,87393504,DIM,2025-09-02,2025,C,V,De 6h à 10h,6,9,Tuesday
NEMOURS-SAINT-PIERRE,87684126,JOB,2024-01-16,2024,R,R,De 10h à 16h,482,1,Tuesday
CHAMPAGNE-SUR-SEINE,87682450,SAM,2024-01-20,2024,R,R,De 10h à 16h,232,1,Saturday
NOGENT-L'ARTAUD-CHARLY,87116566,SAM,2023-09-16,2023,P,P,Avant 6h,16,9,Saturday
VILLETANEUSE-UNIVERSITE,87697318,SAM,2021-11-20,2021,T11,T11,Avant 6h,58,11,Saturday
SAINT-OUEN-L'AUMONE,87276105,JOB,2025-11-02,2025,C,C,De 10h à 16h,322,11,Sunday
VULAINES-SUR-SEINE-SAMOREAU,87682443,SAM,2024-01-20,2024,R,R,Après 20h,7,1,Saturday
LA-BORNE-BLANCHE,87276287,DIM,2024-03-03,2024,D,D,De 10h à 16h,54,3,Sunday
SAINT-OUEN-L'AUMONE,87276105,JOB,2024-01-16,2024,H,H,Après 20h,127,1,Tuesday
MEUDON,87393108,DIM,2024-01-21,2024,N,N,De 10h à 16h,410,1,Sunday
PIERREFITTE-STAINS,87271163,JOB,2021-11-23,2021,T11,T11,De 6h à 10h,1955,11,Tuesday
NOGENT-L'ARTAUD-CHARLY,87116566,JOB,2023-09-19,2023,P,P,De 16h à 20h,82,9,Tuesday
CHANTELOUP-LES-VIGNES,87381475,SAM,2024-01-20,2024,J,J6,Après 20h,62,1,Saturday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,JOB,2024-01-16,2024,H,H,De 6h à 10h,638,1,Tuesday
CREIL,87276006,SAM,2024-02-03,2024,D,D,De 10h à 16h,298,2,Saturday
SAINT-OUEN-L'AUMONE,87276105,SAM,2025-08-02,2025,C,C,Avant 6h,27,8,Saturday
NOGENT-LE-PERREUX,87113746,SAM,2022-03-19,2022,E,E,Après 20h,289,3,Saturday
LEON-BLUM,87704262,JOB,2021-09-21,2021,T4,T4,De 6h à 10h,388,9,Tuesday
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE,87381426,JOB,2024-01-16,2024,J,J6,Après 20h,69,1,Tuesday
VIRY-CHATILLON,87681312,DIM,2024-03-03,2024,D,D,De 10h à 16h,946,3,Sunday
ORANGIS-BOIS-DE-L'EPINE,87681346,JOB,2024-05-03,2024,D,D,Avant 6h,260,5,Friday
NOINTEL-MOURS,87276758,DIM,2024-01-21,2024,H,H,De 10h à 16h,96,1,Sunday
CHATEAU-THIERRY,87116582,JOB,2023-09-19,2023,P,P,De 10h à 16h,251,9,Tuesday
NOGENT-LE-PERREUX,87113746,SAM,2022-03-19,2022,E,E,Avant 6h,26,3,Saturday
VOSVES,87682500,DIM,2024-03-03,2024,D,D,Après 20h,2,3,Sunday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,DIM,2024-04-28,2024,U,U,De 6h à 10h,269,4,Sunday
NOTRE-DAME-DES-ANGES,87704312,DIM,2021-12-09,2021,T4,T4,Avant 6h,3,12,Thursday
LES-MUREAUX,87386680,JOB,2025-01-04,2025,J,J5,De 16h à 20h,1515,1,Saturday
NOTRE-DAME-DES-ANGES,87704312,JOB,2021-09-21,2021,T4,T4,Après 20h,56,9,Tuesday
MONTRY-CONDE,87116400,DIM,2023-09-17,2023,P,P,De 10h à 16h,22,9,Sunday
ORMOY-VILLERS,87271585,SAM,2024-01-20,2024,K,K,Avant 6h,0,1,Saturday
ORANGIS-BOIS-DE-L'EPINE,87681346,JOB,2024-05-03,2024,D,D,De 16h à 20h,1088,5,Friday
CHATELET-LES-HALLES,87758607,JOB,2024-05-03,2024,D,D,De 16h à 20h,34555,5,Friday
NOTRE-DAME-DES-ANGES,87704312,SAM,2021-11-09,2021,T4,T4,Après 20h,60,11,Tuesday
DEUIL-MONTMAGNY,87276345,SAM,2024-01-20,2024,H,H,Après 20h,254,1,Saturday
PONTOISE,87276139,DIM,2024-01-21,2024,H,H,De 10h à 16h,1186,1,Sunday
ORGERUS-BEHOUST,87393447,JOB,2024-01-16,2024,N,N,Avant 6h,7,1,Tuesday
LES-PAVILLONS-SOUS-BOIS,87113852,DIM,2021-12-09,2021,T4,T4,Après 20h,112,12,Thursday
ORANGIS-BOIS-DE-L'EPINE,87681346,JOB,2024-05-03,2024,D,D,De 10h à 16h,1048,5,Friday
ECOUEN-EZANVILLE,87276394,SAM,2024-01-20,2024,H,H,De 16h à 20h,358,1,Saturday
PARC-DES-EXPOSITIONS,87271486,SAM,2019-03-16,2019,B,B,Avant 6h,38,3,Saturday
ORLY-VILLE,87546200,JOB,2025-06-02,2025,C,C,De 16h à 20h,465,6,Monday
CHELLES-GOURNAY,87116111,DIM,2022-03-20,2022,E,E,Après 20h,236,3,Sunday
ORGERUS-BEHOUST,87393447,DIM,2024-01-21,2024,N,N,Après 20h,16,1,Sunday
MOUROUX,87116285,SAM,2023-11-18,2023,P,P,Après 20h,1,11,Saturday
SARTROUVILLE,87386417,SAM,2022-11-19,2022,A,A,Après 20h,1124,11,Saturday
PARIS-GARE-DU-NORD,87271031,DIM,2019-03-17,2019,B,B,De 6h à 10h,11205,3,Sunday
CHELLES-GOURNAY,87116111,SAM,2022-03-19,2022,E,E,Avant 6h,42,3,Saturday
ORLY-VILLE,87546200,DIM,2025-09-02,2025,C,C,De 16h à 20h,204,9,Tuesday
ENGHIEN-LES-BAINS,87276022,JOB,2024-01-16,2024,H,H,Avant 6h,186,1,Tuesday
PORCHEFONTAINE,87393165,DIM,2025-09-02,2025,C,C,De 6h à 10h,88,9,Tuesday
PARIS-GARE-DU-NORD,87271031,SAM,2024-02-03,2024,D,D,De 16h à 20h,28122,2,Saturday
LES-PAVILLONS-SOUS-BOIS,87113852,JOB,2021-09-21,2021,T4,T4,Avant 6h,44,9,Tuesday
ORLY-VILLE,87546200,JOB,2025-06-02,2025,C,C,Avant 6h,98,6,Monday
ENGHIEN-LES-BAINS,87276022,SAM,2024-01-20,2024,H,H,Après 20h,922,1,Saturday
SAVIGNY-LE-TEMPLE-NANDY,87682187,SAM,2024-02-03,2024,D,D,Après 20h,234,2,Saturday
PARIS-SAINT-LAZARE,87384008,DIM,2021-05-12,2021,J,J5,De 10h à 16h,1617,5,Wednesday
CHILLY-MAZARIN,87393637,JOB,2024-11-26,2024,T12,T12,De 10h à 16h,241,11,Tuesday
OSNY,87381145,JOB,2024-01-16,2024,J,J6,Après 20h,19,1,Tuesday
EPINAY-VILLETANEUSE,87271122,SAM,2021-11-20,2021,T11,T11,De 16h à 20h,1209,11,Saturday
PROVINS,87116160,SAM,2023-11-18,2023,P,P,Après 20h,59,11,Saturday
LA-FRETTE-MONTIGNY,87381871,SAM,2024-01-20,2024,J,J6,Avant 6h,10,1,Saturday
OSNY,87381145,SAM,2024-01-20,2024,J,J6,De 10h à 16h,210,1,Saturday
NANTERRE-UNIVERSITE,87386318,SAM,2024-01-20,2024,L,L3,De 6h à 10h,508,1,Saturday
SEVRES-RIVE-GAUCHE,87393124,JOB,2024-01-16,2024,N,N,De 16h à 20h,620,1,Tuesday
LES-PORTES-DE-SAINT-CYR,87710921,DIM,2023-10-15,2023,T13,T13,De 16h à 20h,10,10,Sunday
OZOIR-LA-FERRIERE,87116020,JOB,2022-03-22,2022,E,E,De 6h à 10h,1795,3,Tuesday
EPONE-MEZIERES,87386763,DIM,2024-01-21,2024,N,N,De 16h à 20h,69,1,Sunday
ROSNY-SOUS-BOIS,87113704,SAM,2022-03-19,2022,E,E,De 6h à 10h,904,3,Saturday
COMPANS,87272047,SAM,2024-01-20,2024,K,K,Après 20h,1,1,Saturday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,JOB,2024-01-16,2024,N,N,Après 20h,520,1,Tuesday
EPONE-MEZIERES,87386763,JOB,2024-01-16,2024,N,N,De 6h à 10h,294,1,Tuesday
PONT-CARDINET,87381111,JOB,2024-01-16,2024,L,L3,Avant 6h,33,1,Tuesday
LA-PLAINE-STADE-DE-FRANCE,87164798,SAM,2019-03-16,2019,B,B,De 16h à 20h,3707,3,Saturday
OZOIR-LA-FERRIERE,87116020,SAM,2022-03-19,2022,E,E,De 6h à 10h,375,3,Saturday
EPONE-MEZIERES,87386763,JOB,2025-01-04,2025,J,J5,Après 20h,40,1,Saturday
STAINS-LA-CERISAIE,87697334,SAM,2021-11-20,2021,T11,T11,Avant 6h,62,11,Saturday
LES-SAULES,87546226,JOB,2025-06-02,2025,C,C,De 16h à 20h,382,6,Monday
SAINTE-COLOMBE-SEPTVEILLES,87116178,DIM,2023-11-19,2023,P,P,Avant 6h,4,11,Sunday
NOISY-LE-SEC,87113217,DIM,2022-03-20,2022,E,E,De 6h à 10h,2271,3,Sunday
PONTHIERRY-PRINGY,87682526,SAM,2024-02-03,2024,D,D,De 10h à 16h,191,2,Saturday
LES-VALLEES,87386300,DIM,2024-01-21,2024,L,L3,Avant 6h,26,1,Sunday
PARIS-GARE-DE-LYON,87686030,JOB,2024-05-03,2024,D,D,Avant 6h,829,5,Friday
ERMONT-EAUBONNE,87276055,DIM,2024-01-21,2024,H,H,De 6h à 10h,807,1,Sunday
SAINT-CYR,87393223,SAM,2024-01-20,2024,N,N,De 6h à 10h,455,1,Saturday
LES-VALLEES,87386300,SAM,2024-01-20,2024,L,L3,De 10h à 16h,2630,1,Saturday
PARIS-MONTPARNASSE,87391003,JOB,2024-01-16,2024,N,N,Après 20h,5843,1,Tuesday
ORGERUS-BEHOUST,87393447,JOB,2024-01-16,2024,N,N,De 10h à 16h,82,1,Tuesday
PORCHEFONTAINE,87393165,DIM,2025-09-02,2025,C,C,De 16h à 20h,294,9,Tuesday
LES-VALLEES,87386300,SAM,2024-01-20,2024,L,L3,De 6h à 10h,811,1,Saturday
SAINTE-COLOMBE-SEPTVEILLES,87116178,JOB,2023-11-14,2023,P,P,De 6h à 10h,102,11,Tuesday
ESBLY,87116327,SAM,2023-11-18,2023,P,P,De 16h à 20h,424,11,Saturday
SAINT-DENIS,87271015,SAM,2024-02-03,2024,D,D,De 10h à 16h,19363,2,Saturday
LIEUSAINT-MOISSY,87682153,JOB,2024-05-03,2024,D,D,Après 20h,775,5,Friday
SARCELLES-SAINT-BRICE,87276386,JOB,2024-01-16,2024,H,H,Après 20h,387,1,Tuesday
ETAMPES,87545137,JOB,2025-06-02,2025,C,C,De 6h à 10h,2094,6,Monday
PRECY-SUR-OISE,87276410,DIM,2024-01-21,2024,H,H,De 10h à 16h,10,1,Sunday
LISIERE-PEREIRE,87733683,SAM,2023-10-14,2023,T13,T13,De 16h à 20h,114,10,Saturday
PARIS-SAINT-LAZARE,87384008,DIM,2024-01-21,2024,L,L2,De 10h à 16h,4218,1,Sunday
ETAMPES,87545137,SAM,2025-08-02,2025,C,C,De 16h à 20h,461,8,Saturday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,SAM,2023-10-14,2023,T13,T13,De 6h à 10h,54,10,Saturday
LONGUEVILLE,87116137,DIM,2023-11-19,2023,P,P,De 16h à 20h,252,11,Sunday
PARIS-SAINT-LAZARE,87384008,JOB,2025-01-04,2025,J,J5,De 10h à 16h,2681,1,Saturday
PARC-DES-EXPOSITIONS,87271486,JOB,2023-10-10,2023,B,B,Après 20h,337,10,Tuesday
REMISE-A-JORELLE,87988709,DIM,2021-12-09,2021,T4,T4,Avant 6h,4,12,Thursday
LOUVRES,87276253,JOB,2024-05-03,2024,D,D,Avant 6h,144,5,Friday
SAVIGNY-SUR-ORGE,87545236,JOB,2025-06-02,2025,C,C,Avant 6h,349,6,Monday
PARC-DES-EXPOSITIONS,87271486,JOB,2023-10-10,2023,B,B,De 6h à 10h,662,10,Tuesday
SAINT-OUEN,87271247,DIM,2025-09-02,2025,C,C,De 10h à 16h,1154,9,Tuesday
LOUVRES,87276253,SAM,2024-02-03,2024,D,D,De 16h à 20h,430,2,Saturday
SERMAISE,87545517,JOB,2025-06-02,2025,C,C,De 16h à 20h,28,6,Monday
FAREMOUTIERS-POMMEUSE,87116277,JOB,2023-11-14,2023,P,P,De 10h à 16h,89,11,Tuesday
ROISSY-EN-BRIE,87116038,JOB,2022-03-22,2022,E,E,De 10h à 16h,928,3,Tuesday
MAISONS-LAFFITTE,87386425,DIM,2024-01-21,2024,L,L3,Après 20h,89,1,Sunday
PETIT-JOUY-LES-LOGES,87393504,JOB,2025-06-02,2025,C,V,De 10h à 16h,32,6,Monday
PARIS-AUSTERLITZ,87547026,SAM,2025-08-02,2025,C,C,De 10h à 16h,5073,8,Saturday
SAINTE-COLOMBE-SEPTVEILLES,87116178,JOB,2023-11-14,2023,P,P,De 10h à 16h,42,11,Tuesday
MANTES-LA-JOLIE,87381509,DIM,2024-01-21,2024,N,N,De 6h à 10h,111,1,Sunday
SERMAISE,87545517,SAM,2025-08-02,2025,C,C,Avant 6h,0,8,Saturday
FONTAINE-LE-PORT,87682427,JOB,2024-01-16,2024,R,R,Avant 6h,3,1,Tuesday
ROUGEMONT-CHANTELOUP,87431791,DIM,2021-12-09,2021,T4,T4,De 10h à 16h,608,12,Thursday
MANTES-LA-JOLIE,87381509,JOB,2025-01-04,2025,J,J5,De 10h à 16h,1020,1,Saturday
SEUGY,87272039,SAM,2024-01-20,2024,H,H,De 10h à 16h,19,1,Saturday
PARIS-GARE-DU-NORD,87271031,JOB,2024-01-16,2024,H,H,De 10h à 16h,15507,1,Tuesday
TRILPORT,87116491,JOB,2023-09-19,2023,P,P,Après 20h,71,9,Tuesday
MANTES-STATION,87381590,SAM,2021-04-12,2021,J,J5,De 10h à 16h,161,4,Monday
PONT-CARDINET,87381111,SAM,2024-01-20,2024,L,L3,Avant 6h,14,1,Saturday
FOURQUEUX-BEL-AIR,87733675,DIM,2023-10-15,2023,T13,T13,Après 20h,31,10,Sunday
SAINT-CHERON,87545509,JOB,2025-06-02,2025,C,C,Après 20h,22,6,Monday
MARCHEZAIS-BROUE,87393470,DIM,2024-01-21,2024,N,N,De 10h à 16h,34,1,Sunday
PONT-CARDINET,87381111,SAM,2024-01-20,2024,L,L3,De 10h à 16h,1434,1,Saturday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,DIM,2024-01-21,2024,H,H,De 16h à 20h,500,1,Sunday
VAUCRESSON,87382267,DIM,2024-01-21,2024,L,L2,Après 20h,73,1,Sunday
MAREIL-MARLY,87733667,SAM,2023-10-14,2023,T13,T13,Après 20h,17,10,Saturday
PONT-DE-RUNGIS-AEROPORT-D'ORLY,87546192,DIM,2025-09-02,2025,C,C,Après 20h,51,9,Tuesday
PARIS-SAINT-LAZARE,87384008,JOB,2025-01-04,2025,J,J5,De 6h à 10h,2037,1,Saturday
VAUX-SUR-SEINE,87381814,DIM,2024-01-21,2024,J,J6,De 6h à 10h,46,1,Sunday
MAREIL-SUR-MAULDRE,87381715,DIM,2024-01-21,2024,N,N,De 10h à 16h,37,1,Sunday
THIEUX-NANTOUILLET,87272054,JOB,2024-01-16,2024,K,K,De 16h à 20h,6,1,Tuesday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,SAM,2024-01-20,2024,H,H,De 10h à 16h,1079,1,Saturday
SAINT-GERMAIN-EN-LAYE,87733063,JOB,2023-10-19,2023,T13,T13,De 10h à 16h,462,10,Thursday
MAREIL-SUR-MAULDRE,87381715,SAM,2024-01-20,2024,N,N,Après 20h,7,1,Saturday
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU,87393322,SAM,2025-08-02,2025,C,C,Après 20h,252,8,Saturday
PEREIRE-LEVALLOIS,87381012,SAM,2025-08-02,2025,C,C,De 6h à 10h,235,8,Saturday
VERSAILLES-CHANTIERS,87393009,JOB,2025-06-02,2025,C,C,Avant 6h,29,6,Monday
MAREUIL-SUR-OURCQ,87116665,JOB,2023-09-19,2023,P,P,Avant 6h,5,9,Tuesday
PONTOISE,87276139,DIM,2024-01-21,2024,J,J6,De 6h à 10h,262,1,Sunday
PETIT-JOUY-LES-LOGES,87393504,SAM,2025-08-02,2025,C,V,Avant 6h,0,8,Saturday
SEUGY,87272039,DIM,2024-01-21,2024,H,H,De 10h à 16h,19,1,Sunday
MARLY-LE-ROI,87382465,DIM,2024-01-21,2024,L,L2,Après 20h,73,1,Sunday
PONTOISE,87276139,DIM,2025-09-02,2025,C,C,Après 20h,60,9,Tuesday
GARCHES-MARNES-LA-COQUETTE,87382259,DIM,2024-01-21,2024,L,L2,Avant 6h,7,1,Sunday
SEUGY,87272039,DIM,2024-01-21,2024,H,H,De 16h à 20h,27,1,Sunday
ACHERES-GRAND-CORMIER,87386052,DIM,2022-11-20,2022,A,A,De 10h à 16h,63,11,Sunday
PONTOISE,87276139,JOB,2024-01-16,2024,H,H,De 16h à 20h,2169,1,Tuesday
GARCHES-MARNES-LA-COQUETTE,87382259,SAM,2024-01-20,2024,L,L2,De 6h à 10h,248,1,Saturday
VERSAILLES-CHANTIERS,87393009,JOB,2025-06-02,2025,C,V,De 10h à 16h,691,6,Monday
ACHERES-VILLE,87381657,JOB,2022-11-30,2022,A,A,De 6h à 10h,2040,11,Wednesday
PORCHEFONTAINE,87393165,JOB,2025-11-02,2025,C,C,De 10h à 16h,394,11,Sunday
GUERARD-LA-CELLE-SUR-MORIN,87116269,JOB,2023-11-14,2023,P,P,Avant 6h,6,11,Tuesday
VERSAILLES-CHANTIERS,87393009,SAM,2025-08-02,2025,C,V,Après 20h,163,8,Saturday
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2),87001479,DIM,2019-03-24,2019,B,B,Après 20h,4101,3,Sunday
PUTEAUX,87382382,DIM,2024-01-21,2024,L,L2,Après 20h,212,1,Sunday
HERBLAY,87381889,JOB,2024-01-16,2024,J,J6,De 6h à 10h,3325,1,Tuesday
SEVRES-VILLE-D'AVRAY,87382341,JOB,2024-11-06,2024,U,U,De 16h à 20h,505,11,Wednesday
ALLEE-DE-LA-TOUR-RENDEZ-VOUS,87113878,JOB,2021-09-21,2021,T4,T4,De 6h à 10h,353,9,Tuesday
PUTEAUX,87382382,DIM,2024-04-28,2024,U,U,De 16h à 20h,127,4,Sunday
HERICY,87682435,DIM,2024-01-21,2024,R,R,Avant 6h,0,1,Sunday
SEVRES-VILLE-D'AVRAY,87382341,SAM,2024-01-20,2024,L,L2,De 6h à 10h,262,1,Saturday
ALLEE-DE-LA-TOUR-RENDEZ-VOUS,87113878,SAM,2021-11-09,2021,T4,T4,Après 20h,47,11,Tuesday
PUTEAUX,87382382,SAM,2024-08-06,2024,U,U,De 16h à 20h,151,8,Tuesday
HOPITAL-DE-MONTFERMEIL,87704338,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,449,9,Tuesday
SURESNES-MONT-VALERIEN,87382374,DIM,2024-01-21,2024,L,L2,De 6h à 10h,157,1,Sunday
ALLEE-ROYALE,87710913,JOB,2023-10-19,2023,T13,T13,Après 20h,6,10,Thursday
RAMBOUILLET,87393314,SAM,2024-01-20,2024,N,N,De 16h à 20h,388,1,Saturday
HOUILLES-CARRIERES-SUR-SEINE,87386409,JOB,2024-01-16,2024,L,L3,Avant 6h,57,1,Tuesday
VERT-GALANT,87271437,SAM,2019-03-16,2019,B,B,De 10h à 16h,3483,3,Saturday
AMEDEE-GORDINI,87745844,SAM,2024-11-30,2024,T12,T12,De 6h à 10h,125,11,Saturday
REPUBLIQUE-MARX-DORMOY,87704254,JOB,2021-09-21,2021,T4,T4,Avant 6h,12,9,Tuesday
INVALIDES,87393033,DIM,2025-09-02,2025,C,C,De 10h à 16h,4169,9,Tuesday
SURVILLIERS-FOSSES,87276261,JOB,2024-05-03,2024,D,D,De 6h à 10h,1865,5,Friday
ANDRESY,87381491,SAM,2024-01-20,2024,J,J6,De 16h à 20h,129,1,Saturday
REPUBLIQUE-MARX-DORMOY,87704254,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,272,9,Tuesday
ISLES-ARMENTIERES-CONGIS,87116616,SAM,2023-09-16,2023,P,P,De 10h à 16h,37,9,Saturday
TACOIGNIERES-RICHEBOURG,87393454,JOB,2024-01-16,2024,N,N,De 10h à 16h,59,1,Tuesday
ANDRESY,87381491,SAM,2024-01-20,2024,J,J6,De 6h à 10h,117,1,Saturday
RIS-ORANGIS,87681338,DIM,2024-03-03,2024,D,D,De 6h à 10h,175,3,Sunday
JAVEL,87393066,JOB,2025-06-02,2025,C,C,Après 20h,522,6,Monday
SAINT-OUEN,87271247,DIM,2025-09-02,2025,C,C,De 16h à 20h,615,9,Tuesday
ARBORETUM,87704320,JOB,2021-09-21,2021,T4,T4,Avant 6h,5,9,Tuesday
ROSA-PARKS,87654798,DIM,2022-03-20,2022,E,E,Avant 6h,39,3,Sunday
JOUY-EN-JOSAS,87393512,JOB,2025-06-02,2025,C,V,Après 20h,25,6,Monday
TOURNAN,87116210,SAM,2022-03-19,2022,E,E,Après 20h,70,3,Saturday
ARGENTEUIL,87381848,DIM,2024-01-21,2024,J,J4,Avant 6h,151,1,Sunday
ROSA-PARKS,87654798,JOB,2022-03-22,2022,E,E,De 10h à 16h,4259,3,Tuesday
L'ETANG-LES-SABLONS,87726109,DIM,2023-10-15,2023,T13,T13,Après 20h,11,10,Sunday
VILLEPREUX-LES-CLAYES,87393413,DIM,2024-01-21,2024,N,N,De 6h à 10h,170,1,Sunday
ARGENTEUIL,87381848,JOB,2024-01-16,2024,J,J6,De 16h à 20h,4876,1,Tuesday
ROSA-PARKS,87654798,SAM,2022-03-19,2022,E,E,De 10h à 16h,3662,3,Saturday
L'ETANG-LES-SABLONS,87726109,DIM,2023-10-15,2023,T13,T13,De 10h à 16h,101,10,Sunday
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,87276220,SAM,2024-02-03,2024,D,D,De 16h à 20h,2423,2,Saturday
ARPAJON,87545467,JOB,2025-04-02,2025,C,C,Avant 6h,135,4,Wednesday
